	MCL1.DG	MCL1.DH	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.LA	MCL1.LB	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF
34895	4	5	9	3	4	3	7	2	2	4	1	5
58358	68	26	73	23	84	29	35	65	79	76	48	93
95132	4313	2996	4222	4758	2438	2443	2748	3608	5895	5105	3576	3484
69362	10591	14799	18405	13965	5727	10484	8737	13841	7918	8185	11406	10036
18415	137	40	142	109	98	143	141	54	164	102	110	147
17386	6189	4471	3808	4762	5583	4491	4342	5424	4537	6403	9007	4829
65588	41	41	41	38	26	59	71	33	70	87	66	50
41145	14	39	26	28	38	23	25	26	28	23	30	21
33140	1	0	1	1	3	0	5	2	1	4	3	2
82331	753	574	578	1329	1156	1320	822	793	1041	949	456	843
64272	67	76	50	46	60	102	83	70	54	85	89	29
40036	18429	13757	11645	9975	16363	12721	35685	52256	24715	22371	28103	32020
29181	242	273	356	171	370	378	156	176	212	356	373	142
68791	248	259	161	217	216	120	151	182	321	178	332	218
94756	8	4	3	6	1	3	2	4	7	2	1	2
18452	4059	2380	2912	2955	4175	2241	2990	3319	2311	2523	4288	2727
79959	48	88	44	78	60	52	73	62	87	55	89	70
63185	84	98	66	70	70	56	94	62	135	71	148	104
35706	1	0	2	1	2	3	0	0	3	0	0	4
57267	403	805	575	1064	1451	961	1134	1171	816	1144	1229	965
36016	758	669	994	1025	725	664	1568	984	629	551	882	797
34290	43	42	35	12	22	45	59	79	137	96	69	92
90651	174	114	133	203	255	101	263	182	108	121	136	131
54840	212	188	294	159	467	210	124	258	143	286	272	423
71817	955	493	952	1168	947	852	1454	1408	1392	972	809	700
86348	228	271	264	114	163	91	173	111	246	108	276	188
23369	4147	2514	5945	4094	3122	5611	4989	3407	5090	5183	3102	10164
93179	92	70	63	78	78	78	116	67	79	62	46	128
83826	42	32	36	41	38	41	45	41	55	62	27	59
62513	52	31	74	34	36	18	45	17	44	38	42	42
81398	0	0	1	1	0	1	0	0	0	0	0	2
58422	34	22	30	17	29	5	25	22	44	22	36	24
52647	1009	1568	1427	1556	1378	1352	697	1061	1672	999	1500	674
55737	135	205	184	161	343	267	317	327	342	246	236	381
40656	61	27	35	29	35	22	35	20	35	18	43	23
92270	435	181	302	320	216	509	300	501	287	241	376	441
58366	4	5	1	1	3	2	6	4	3	4	6	4
13941	73	74	103	117	69	105	129	76	89	77	110	57
26897	480	263	411	388	468	535	487	226	434	464	187	261
68303	527	673	871	340	599	466	373	183	581	520	581	568
53336	12	18	18	25	34	23	32	23	23	22	16	34
72619	1025	938	393	915	707	992	514	652	809	685	799	478
41080	4993	8769	4912	3136	8484	7048	5900	7087	3180	2327	8562	2614
62878	61	101	67	40	77	46	62	77	30	84	78	22
62209	659	608	699	577	839	441	383	385	864	653	533	427
82933	5	8	1	6	3	5	5	8	16	2	4	3
55831	5	1	6	3	6	4	3	1	0	1	3	2
72398	247	565	478	555	519	610	479	443	336	428	742	617
13045	234	183	136	111	260	167	134	139	191	152	236	223
81319	72	134	149	223	123	214	196	200	248	291	175	333
76872	45	48	33	31	70	58	31	58	29	75	61	59
78666	49	55	87	49	61	94	55	58	71	96	60	79
47170	680	408	486	418	233	618	1545	1562	1185	627	877	1602
18427	3780	6873	4952	3352	4581	4753	5454	5925	3444	4052	5873	4015
36096	138	77	68	91	101	103	107	112	106	100	87	41
22599	0	8	4	3	4	6	3	11	2	9	9	5
44709	1465	2174	1629	1382	1679	2695	2521	1073	1732	1571	2892	1049
30923	426	256	145	390	247	454	296	492	766	350	631	364
50343	265	293	884	557	619	530	567	512	413	417	573	150
26045	152	486	205	184	344	322	162	128	243	87	190	197
91234	16014	18880	14953	9619	18083	14579	13612	17497	10368	14411	16745	14054
39051	146	170	152	132	143	169	81	168	126	51	182	148
19369	263	429	444	331	460	354	232	568	482	455	473	372
77410	4	3	8	2	5	1	4	2	4	9	14	14
31517	50	54	69	39	33	46	39	57	41	58	56	25
74714	41	37	38	33	27	29	30	34	62	18	23	38
45413	180	239	158	65	200	163	119	244	139	163	121	127
82090	160	203	173	285	303	334	363	396	345	299	208	303
25170	18	35	37	30	48	44	36	28	34	38	49	31
19739	4010	4537	5015	4181	5513	6198	7069	4940	5384	3830	4954	2547
65331	14	22	23	21	12	12	10	11	19	19	11	33
31586	61	77	34	36	49	50	43	57	56	82	70	34
61686	314	386	312	333	232	370	270	253	231	323	166	260
77585	10	16	5	5	13	19	9	14	11	16	6	9
39433	513	406	482	368	406	535	371	762	512	331	502	347
62665	407	403	489	388	323	553	474	660	469	404	257	642
56973	71	129	140	56	70	57	59	82	78	84	73	112
25969	9126	6733	3166	4831	3557	9113	18565	16471	14423	5140	11754	12613
98500	204	205	146	140	96	260	109	106	220	204	283	173
100418	383	235	255	303	304	143	216	121	304	352	304	338
53640	20	26	12	21	18	26	23	14	17	13	21	11
44373	4	7	4	5	3	5	5	5	3	1	3	3
75550	22	76	46	48	71	41	40	36	49	43	19	26
95549	51	49	71	99	86	64	236	93	107	163	141	164
81235	35	97	41	57	55	56	70	48	39	60	44	66
50552	772	842	549	804	699	501	850	701	644	531	681	747
51074	0	2	2	0	2	3	1	1	2	2	1	1
86575	9	25	18	11	20	16	12	11	5	20	19	15
100785	1	5	7	6	6	1	5	1	2	6	6	7
85169	2051	1765	1969	2643	1360	2962	5626	2234	3043	4311	5162	8784
18426	76	21	52	23	69	38	26	47	43	66	26	42
48090	53	81	67	91	37	48	56	65	78	39	76	40
72503	15	24	30	15	16	14	17	25	17	9	15	12
81924	1107	464	759	1011	850	896	798	854	706	1183	1131	696
37117	53	63	107	101	89	51	48	94	70	73	70	58
52278	275	185	92	167	346	353	322	367	244	328	361	291
90961	6	3	0	2	3	4	4	6	5	4	3	8
59363	2561	1455	1509	1294	2006	1106	1142	771	1932	1551	665	1245
18585	495	370	219	273	254	250	461	258	555	369	271	472
65074	361	343	579	379	256	632	427	497	451	253	395	747
16478	1228	2472	2731	2358	1767	3170	1107	2272	1297	1307	2266	2279
99218	45	111	86	173	122	115	97	142	99	90	116	94
30684	164	119	76	108	120	116	131	64	129	62	67	103
88227	629	596	746	511	921	593	349	763	725	633	418	357
45340	350	330	265	316	413	293	621	567	915	709	854	567
69524	65	82	82	111	45	95	67	87	70	56	48	82
57405	118	155	156	183	211	220	157	151	118	117	115	100
34291	88	51	41	63	38	44	53	64	99	54	78	76
65906	366	522	912	761	908	620	321	451	571	539	412	546
56546	840	755	689	816	836	1209	1435	927	1010	968	518	474
44400	136	62	155	125	140	120	178	83	227	103	130	137
13333	4455	8955	5692	6524	7549	4699	6244	7324	5768	5586	6374	6242
37681	5	10	3	8	8	2	5	8	6	12	8	3
101184	75	84	92	93	75	84	84	75	88	73	66	135
63231	4004	2905	4677	3318	6182	3144	4662	2994	6375	3961	5447	3354
47485	68	78	88	52	62	46	80	77	62	45	61	69
82609	8	6	3	5	3	9	3	3	3	6	8	9
41295	2641	1110	1445	2016	2717	3185	1801	3358	1836	3052	2458	2118
12664	476	364	695	351	520	520	557	625	421	386	414	351
60821	19	16	7	16	8	16	12	14	14	10	8	15
57714	724	659	551	562	1118	850	518	466	480	402	774	331
25637	20	10	19	24	20	13	6	16	17	15	18	25
74976	11	12	4	13	10	13	10	8	9	8	25	28
46251	126	82	129	175	87	108	115	124	60	85	117	152
99593	52	50	41	62	96	38	60	74	59	42	56	52
83848	35	7	7	18	23	12	32	35	37	20	18	28
80199	55	89	56	69	32	63	64	80	53	93	85	111
23249	22	6	12	7	16	14	21	15	17	9	16	26
54410	107	137	198	200	153	128	86	117	144	154	149	162
35501	146	145	53	182	151	147	125	129	107	75	150	146
75944	630	884	668	1378	690	378	396	663	779	771	770	741
57256	58	64	34	35	64	67	38	22	43	50	78	34
36010	16	18	8	6	11	10	13	9	7	14	7	9
34390	6	15	13	17	12	5	9	10	17	14	6	11
85918	58	127	102	42	51	64	68	86	77	87	170	48
50086	3683	5532	2681	3761	1716	3574	2357	2545	2054	4361	2377	2104
95018	787	480	923	959	825	648	866	940	875	570	610	1170
66336	48	28	32	31	59	63	49	39	22	52	35	36
18632	974	1444	970	596	1176	819	574	1107	937	830	978	740
56402	4	15	16	13	9	19	18	14	20	12	8	18
82477	1250	701	926	874	1192	1137	1506	963	1653	1040	940	597
35107	70	95	112	64	83	75	37	86	72	53	103	115
22747	809	848	1110	984	1021	752	589	869	845	786	602	494
53141	661	638	626	667	897	488	414	329	488	548	402	506
72482	55	85	49	112	70	129	226	191	156	148	146	240
56152	248	408	372	318	295	174	323	252	272	216	445	312
43695	18	10	16	21	17	19	10	10	27	35	19	8
78916	56	113	113	107	73	108	139	109	178	149	170	144
36982	726	1571	1111	749	1247	1790	1217	751	456	1623	1769	1107
35184	67793	75675	50238	29472	46769	50931	80863	59430	42552	65406	108867	35706
29917	451	483	320	395	630	802	557	467	624	492	677	637
66668	151	124	168	259	146	293	261	219	225	219	249	132
58440	34	23	19	30	21	31	32	16	19	17	37	22
82642	1248	578	1381	1876	1111	1199	890	599	1720	1357	1947	1748
65793	2	8	9	5	4	11	5	2	4	6	5	6
51556	11	29	33	27	45	41	32	18	45	48	16	24
51732	258	251	412	229	313	349	194	294	198	340	246	158
83344	26	9	21	19	13	11	11	9	6	10	18	10
29319	4332	1868	3132	3237	2203	3601	2064	3267	2623	4029	2702	2779
98680	805	1044	1010	938	1344	1022	1457	1014	2166	1902	1213	1114
92445	60	35	36	64	87	45	53	49	17	34	29	17
31550	66	49	40	61	68	19	54	46	73	28	56	32
52109	22	7	11	4	7	6	16	8	6	8	7	2
61137	9	5	5	4	8	7	13	6	7	2	10	11
26777	343	359	88	518	321	211	259	410	405	273	258	247
62763	553	1051	669	431	363	785	1365	949	930	866	795	781
43992	378	389	121	263	297	282	78	247	442	326	203	174
93420	328	339	102	213	319	243	250	276	226	373	333	165
27312	60	49	57	36	51	24	53	57	39	26	43	18
90900	281	380	278	261	256	173	260	318	171	253	295	385
55381	12	12	13	6	13	15	5	6	14	9	6	13
17019	165	189	116	132	123	118	105	121	177	226	59	215
82494	1769	4227	2357	2356	1850	2479	2679	1226	2752	4743	4528	2951
31412	1393	3322	2116	637	2803	2864	1804	1845	1494	1580	2833	1818
92997	25	103	75	49	91	45	42	36	15	76	50	66
18068	51	65	93	70	55	80	37	80	95	94	56	45
47477	2333	3924	1469	3675	1946	2223	2667	2083	2647	2676	1908	1970
73628	5934	4301	6546	2539	3905	2937	6609	2955	7174	3809	5621	4341
64580	6	6	1	8	13	4	13	10	19	6	10	22
57421	64	59	53	54	71	50	56	47	50	45	83	53
98727	189	230	215	164	220	340	99	384	145	361	228	300
43737	1530	1120	1344	2946	1855	1566	1774	2644	1780	1073	1646	1611
95106	31	49	31	13	34	16	18	38	39	20	47	19
33196	305	639	500	422	223	466	337	546	610	301	446	845
80074	63	130	92	90	85	110	74	108	105	73	78	64
54432	25085	10066	20265	11960	33101	24098	45759	26647	35965	32540	36310	32031
76688	444	216	410	242	300	441	495	362	558	192	330	318
49262	82	95	122	70	188	137	155	96	119	133	135	126
20071	104	91	67	115	66	92	106	61	108	123	110	83
55186	1432	1030	2426	1427	1173	1064	906	1765	1476	2313	1271	1328
32733	494	772	652	585	387	760	497	383	387	397	708	216
40321	27	12	10	5	15	8	4	13	13	23	17	14
95036	129	164	231	296	265	240	260	316	148	303	232	217
42002	10	12	8	14	7	9	9	9	6	20	14	12
17343	28	30	24	21	23	21	36	22	23	49	32	19
86439	18	11	9	14	8	12	13	15	12	10	13	12
51976	13	10	11	11	11	11	10	6	12	10	7	14
81068	22	18	43	36	27	37	37	31	24	38	26	44
70088	25	17	24	9	14	19	18	16	25	17	24	26
69622	934	765	533	682	554	727	332	667	214	479	257	517
39698	893	1046	517	432	400	839	390	751	843	571	805	874
25470	100	70	44	43	74	99	87	98	103	80	68	74
51705	15	5	8	13	16	17	3	15	16	22	15	15
14107	731	537	666	586	506	967	2067	2025	2524	2000	1204	545
87625	5	5	3	4	5	3	1	1	6	6	2	2
61353	2	3	3	0	6	4	7	3	4	1	2	1
76008	831	516	550	404	926	252	541	551	557	573	478	327
100999	500	515	528	333	388	529	597	673	337	535	450	659
89167	938	865	1212	861	1120	979	1691	1596	2318	2086	1937	1623
88027	136	97	72	158	88	60	145	101	115	127	76	77
83882	9	9	12	16	16	7	11	3	13	13	21	15
16862	25	34	94	35	74	29	77	55	66	50	21	33
79622	686	349	293	457	212	693	441	643	344	653	322	355
91640	52	24	21	18	26	31	22	64	27	7	25	20
85276	36	42	26	46	34	46	56	22	25	27	50	28
76496	5	3	3	1	5	15	18	6	21	17	23	19
13313	15	10	12	7	13	21	22	14	13	12	12	19
12059	460	1071	685	1130	934	445	1004	630	663	1116	393	687
81826	379	409	417	582	398	188	318	503	333	200	261	383
93954	11	13	16	20	4	20	12	44	12	36	46	36
74428	23	11	28	19	34	0	37	37	18	38	23	41
83087	25	80	36	45	19	54	80	42	25	29	87	41
95829	847	740	506	373	397	389	318	453	322	388	567	695
23246	14	8	20	25	25	15	22	17	30	19	35	21
73806	145	73	53	100	95	123	66	116	82	101	152	92
41292	2	1	2	0	3	1	5	2	3	3	5	0
77340	21	4	14	9	10	13	16	21	10	6	11	13
48646	360	365	385	467	438	410	212	175	595	196	311	360
91747	1138	1311	951	529	638	1123	633	853	976	1054	772	943
61470	15	19	17	10	20	10	28	27	23	38	43	39
49195	26	30	26	20	56	22	47	20	34	35	21	31
72240	486	659	820	752	721	469	599	976	803	275	975	749
31337	56	103	48	76	73	80	59	52	59	86	76	96
29870	46	55	70	28	50	39	58	11	47	43	42	44
53001	413	546	261	566	414	774	223	579	335	311	251	450
37175	124	253	209	271	245	287	212	240	124	158	342	174
94329	843	1704	1224	1262	1454	1416	1626	1093	907	1979	1477	1281
51935	770	825	500	675	604	762	703	792	1275	712	360	707
77666	47	49	39	30	27	47	39	37	45	42	54	64
16101	234	164	69	145	121	103	100	61	84	98	73	92
55499	96	141	106	98	154	73	112	137	156	81	39	61
72589	9	10	10	15	5	9	8	8	10	14	14	12
46022	48	31	13	25	28	11	21	29	17	27	24	25
38705	923	1344	1058	648	1350	1241	690	752	1764	727	1102	610
26956	12	8	4	2	7	5	1	3	1	6	4	2
16949	1186	1107	878	872	1000	1635	1461	1217	873	970	1291	1049
63469	108	203	254	158	318	289	173	194	311	368	235	297
41742	83	106	103	115	89	113	87	83	121	51	120	62
21202	502	347	328	628	524	486	466	307	219	410	475	349
18138	337	282	308	526	350	482	349	269	521	416	322	454
11336	1792	2422	1673	1438	1606	1916	1984	1731	964	2486	1147	2027
83230	68	91	86	47	67	29	128	101	238	156	99	93
46302	54	88	72	112	75	101	100	52	45	67	93	54
94490	57	65	81	69	124	104	83	62	123	54	99	112
46182	4005	6842	7966	3849	8156	3412	5280	10061	7824	4090	5367	3672
40511	933	1506	1028	1058	1178	985	1331	1582	2413	2423	1680	1961
94607	37	20	21	8	17	32	23	38	23	21	12	29
34224	45	48	88	71	66	71	97	45	68	104	61	50
54907	37	18	51	18	48	51	29	97	96	121	74	52
77912	242	116	80	102	209	125	239	179	132	160	217	84
29161	337	195	277	325	143	215	432	233	136	297	102	129
97937	13964	13408	16820	20489	16069	17936	12594	17647	13929	16113	14075	19329
88178	1	1	5	2	7	2	6	5	2	5	9	8
72058	1026	1598	1029	1035	1093	498	1276	765	1629	1615	1142	840
89172	572	532	642	371	289	315	340	402	447	289	254	225
19003	22	33	24	47	48	40	34	16	27	24	35	22
90926	181	97	142	74	124	120	118	67	88	69	41	77
46953	40	52	35	44	69	71	133	97	118	93	85	122
91669	103	97	96	233	131	137	149	138	129	108	136	108
54645	648	1004	1097	1386	566	1086	942	3062	2347	1915	2795	1327
31762	4	8	5	6	10	10	9	1	10	4	5	4
57131	2368	1136	2897	1541	1764	1986	1879	2228	2134	2112	1899	2091
41223	51	50	79	66	82	87	180	243	147	41	167	128
27530	3982	2195	1969	1710	3568	2689	2651	2888	2629	4111	2633	1602
77000	454	217	296	322	454	316	259	384	314	422	298	269
37465	2992	1125	2843	1720	1679	2073	1047	1998	1645	3289	2376	1285
30033	428	625	552	421	295	499	282	406	502	466	321	492
33627	641	1109	676	945	1027	1580	1420	2320	1651	1172	705	1115
60018	108	174	128	216	122	126	229	228	125	188	194	262
55916	36	16	24	27	26	21	16	15	33	33	29	33
81865	832	685	499	379	813	702	505	405	590	1464	391	505
74410	835	652	549	335	664	327	752	842	786	768	642	564
84600	15734	15092	7469	3761	6413	8051	11144	14593	15157	10820	6961	9249
77274	4	2	6	4	1	4	0	6	3	3	5	0
56307	46	96	193	68	60	53	104	146	125	152	98	105
88174	1103	846	907	914	826	874	1416	965	1102	2107	1513	1361
29536	12	4	14	19	9	12	15	8	16	14	5	4
59254	57	87	98	55	115	107	104	74	70	86	100	69
86000	6582	8198	7563	10113	8102	17520	16699	8054	11207	19382	4971	9825
36462	2730	2341	2520	2389	3589	2200	1638	1153	2375	3750	1559	2702
62524	24	8	17	17	12	16	33	13	26	41	21	46
76232	1298	4276	1625	3214	2828	1879	2957	2851	1673	1568	1746	2609
87733	1561	1014	1091	1484	1496	1552	1863	1741	1376	1239	1236	1404
64861	654	533	1191	750	732	900	294	1236	678	636	783	859
64581	230	288	324	351	319	344	600	234	402	279	415	529
81478	282	186	262	294	217	265	240	398	438	504	580	440
13101	22	12	26	25	19	21	31	35	18	26	17	7
35012	81	49	38	41	61	120	33	59	43	35	47	39
42690	683	351	500	579	466	606	699	451	853	733	663	806
13227	256	136	287	309	84	281	222	290	143	143	154	238
41422	3855	5064	6542	6313	3568	5892	6936	5752	11921	3489	6163	4206
30633	82	75	121	46	61	119	74	72	84	102	123	98
86776	0	1	4	2	1	0	1	2	4	0	5	3
88631	68	77	89	129	64	67	94	47	97	114	62	79
52684	327	147	316	394	144	256	347	327	164	178	374	299
75063	311	380	163	227	480	456	461	300	463	242	223	195
85228	221	101	132	110	203	228	182	135	171	150	272	125
52083	40	34	19	13	19	27	27	22	22	18	37	41
12686	2787	2906	1969	3970	1234	963	2944	3603	2439	2339	2791	4075
51923	26	36	18	47	22	52	49	88	74	84	44	82
60190	537	424	400	658	726	929	423	617	1021	217	941	582
33693	111	104	64	127	112	60	54	72	70	70	77	54
100169	10	18	14	13	9	7	10	15	23	8	23	7
29818	1881	2148	3044	2575	1482	2855	2761	3152	2755	2080	3654	3439
65768	1	2	0	0	3	2	1	1	3	0	2	3
50217	15	20	23	15	28	34	25	19	16	34	26	27
53156	220	325	494	376	373	337	326	544	279	515	396	320
93129	30	72	71	49	76	100	186	137	97	211	284	106
16190	564	981	538	538	625	436	426	516	409	1236	543	631
16094	85	79	78	171	157	111	182	160	94	85	132	177
24645	35	66	60	77	78	57	57	46	51	47	35	72
20615	11917	7637	12290	12708	13930	19503	13807	6215	8728	8740	9759	14881
39991	146	104	88	79	97	122	53	179	86	110	75	52
80691	79	135	73	120	69	73	197	131	186	153	113	68
73585	27	7	22	19	6	15	3	15	19	17	32	25
69145	47	25	74	47	45	38	16	26	30	22	22	13
93291	821	628	459	678	975	286	309	702	612	319	726	403
89356	589	346	412	369	637	421	350	578	545	609	662	262
16385	166	126	83	153	201	229	159	153	147	156	279	198
96718	28	31	39	29	33	74	76	79	38	44	101	47
29682	550	515	671	678	964	681	681	526	474	561	567	477
36949	3	8	7	4	6	8	4	10	8	4	8	9
41331	87	64	59	63	115	44	84	86	87	82	59	96
40131	96	79	137	81	56	52	65	100	100	69	95	115
43163	40	44	28	20	37	29	16	30	22	14	25	25
47235	259	433	164	172	221	172	166	343	157	152	170	182
96556	18	59	14	30	33	23	35	23	24	24	31	19
14914	52	30	20	24	55	42	21	22	32	42	28	29
74346	3748	5624	6887	6180	6013	3695	9142	10166	18880	7715	8322	11835
23346	384	759	674	745	498	718	873	855	359	651	316	571
71598	867	1423	1045	2897	1777	1277	1918	2237	997	2021	1750	1813
55749	224	226	89	101	151	222	264	230	84	253	212	144
13966	1478	975	708	943	1641	819	699	710	1501	755	1221	948
83956	1176	705	928	598	647	868	767	518	387	562	686	767
93025	1098	1091	902	1732	1226	1158	1920	970	1545	1379	2668	1508
13742	11510	22144	14362	17685	12802	17532	16628	15340	38286	14368	16362	17845
56920	89	73	47	75	78	121	206	217	161	229	265	130
63443	305	381	173	256	267	204	241	264	284	305	445	346
78527	107	162	135	174	63	114	91	95	171	146	141	71
38217	0	1	0	2	0	2	4	1	0	0	1	2
61647	11	5	7	10	10	20	8	3	12	2	14	18
51957	131	224	256	227	195	103	328	125	251	196	77	176
26614	430	790	397	423	591	605	561	335	336	465	339	329
18454	53	63	75	44	70	40	29	28	38	16	49	52
88769	1550	1477	1004	1750	1238	1366	2692	2624	1277	1886	2208	1150
26255	3439	2118	1821	1217	1448	1841	2727	2640	1434	1936	1842	2494
64449	47	47	56	60	76	73	43	72	56	64	68	85
55792	2276	2639	2140	2188	2062	2408	3785	2940	1809	1514	4502	3169
36570	4416	3372	3842	5569	6665	3944	5651	10210	4920	4698	4786	3226
63889	521	242	695	398	349	503	260	290	397	653	387	269
45227	31	18	28	19	19	19	26	19	30	18	29	19
23994	2428	2625	2892	2028	2878	3617	3388	2492	3154	3083	2223	2051
28155	65	81	115	127	124	93	109	68	113	75	105	115
15354	67	88	46	92	57	113	69	55	76	58	80	60
93196	232	266	133	220	133	278	150	136	326	206	222	213
85218	33	51	81	65	40	68	44	39	59	77	31	47
96472	1878	1131	508	1416	1139	1303	1285	1447	1659	979	897	1305
90680	827	622	1199	545	514	783	538	438	1312	853	1154	509
76383	2106	836	1577	1193	1939	1889	1351	2509	1955	3476	2418	1193
85005	705	382	441	452	438	382	766	772	428	580	623	324
33787	35	49	34	40	29	44	19	24	19	42	27	40
94916	192	122	74	105	85	94	154	132	131	82	111	142
16208	1148	917	1141	624	762	1307	722	713	535	1033	1036	1133
92051	83	61	54	78	74	114	51	48	104	113	101	86
96936	47218	101797	49611	47346	66234	11337	66327	50525	61270	72355	34827	81501
11583	119	71	57	128	80	124	53	186	110	117	123	71
88876	47	38	57	41	45	56	63	31	49	47	47	52
76125	972	1778	1246	1846	3010	1837	1021	2324	1594	1643	1433	1077
16309	789	929	676	588	894	715	734	548	884	727	472	481
50989	172	127	265	145	141	137	136	69	109	254	114	165
66717	141	76	174	59	146	55	142	175	98	74	95	70
68313	303	616	236	406	347	289	272	449	586	360	323	341
76862	679	823	509	819	462	601	907	718	550	1192	616	618
21266	1170	607	812	889	672	794	708	987	811	739	1009	715
68288	94	57	68	39	58	90	90	93	119	73	76	103
75077	230	321	247	489	482	376	309	249	318	272	341	307
65926	861	807	623	1024	717	1136	320	792	923	694	665	619
54182	294	437	1023	669	615	499	1118	493	1005	1318	821	577
49748	0	1	0	2	1	1	1	0	0	1	0	0
65836	28	24	15	31	23	50	17	14	37	38	36	26
45867	21	35	38	24	24	51	36	34	63	24	44	14
48997	73	75	197	110	142	32	86	144	73	122	95	62
77394	286	267	149	376	181	251	237	238	284	208	210	208
71033	1145	647	1118	942	875	1397	1591	986	937	1583	790	1482
38810	375	488	525	708	483	350	555	461	533	357	715	410
40648	80	96	118	109	104	169	118	63	136	107	106	95
93922	119	166	208	147	91	224	291	205	277	351	364	541
96342	4778	6451	3254	4919	4804	3850	5790	3913	12371	5838	17706	6534
74590	38	55	54	76	42	49	19	34	32	26	34	82
96845	387	427	377	417	384	388	278	281	313	308	326	262
37079	4233	3289	4252	4835	4328	4642	2327	3897	3732	2369	2660	2418
61675	308	403	220	196	327	203	227	233	212	243	334	269
51363	3	4	4	3	4	1	2	3	4	1	2	5
49401	448	252	365	327	278	274	402	283	274	253	314	310
67962	69	70	48	91	82	36	72	58	49	59	47	81
48131	130	147	138	84	124	138	185	89	102	166	198	76
17746	1302	1683	1179	837	1664	1654	1146	1481	989	2027	1083	1417
89059	409	308	337	377	580	387	444	581	440	550	392	245
12985	128	127	108	60	83	136	107	133	54	43	66	62
75612	824	1115	1270	926	1202	1208	1493	1020	3199	2673	2245	948
78639	190	336	510	378	421	371	397	500	269	196	380	381
52351	169	106	215	227	216	233	132	207	242	187	135	113
70411	286	225	381	197	252	250	306	397	211	306	196	399
70333	405	397	260	270	198	356	334	156	359	668	319	230
85147	82	31	107	51	63	66	69	47	59	86	45	113
34992	61	76	75	27	23	106	31	83	51	88	26	47
32996	232	171	147	119	119	241	293	315	177	365	364	352
95246	20	46	34	52	14	13	27	30	29	25	17	18
77332	5	12	14	11	18	7	10	14	19	9	12	15
