	GSM1275862_untreated	GSM1275862_dex	GSM1275863_untreated	GSM1275863_dex	GSM1275870_untreated	GSM1275870_dex	GSM1275871_untreated	GSM1275871_dex
ENSG00000163327	218	190	275	345	183	290	343	258
ENSG00000216954	2849	1818	3000	3730	2695	1943	1994	3342
ENSG00000238858	149	219	122	83	151	188	191	215
ENSG00000189884	1832	2185	2031	1956	2820	1331	3002	1155
ENSG00000232225	46	45	34	35	61	33	56	59
ENSG00000190764	891	1098	1497	758	998	1081	1044	399
ENSG00000145975	5	6	5	5	3	8	6	12
ENSG00000108142	1	1	1	1	4	1	3	0
ENSG00000235860	305	376	188	264	320	268	204	245
ENSG00000249384	42	38	29	14	15	23	23	21
ENSG00000222534	85	168	76	102	107	144	135	56
ENSG00000190959	115	59	82	69	95	229	95	78
ENSG00000208276	11	15	8	13	10	7	14	8
ENSG00000193157	61	53	163	91	58	99	119	78
ENSG00000249966	20	3	13	5	19	11	24	6
ENSG00000216225	60	126	88	117	59	139	81	77
ENSG00000142922	25	24	19	17	12	33	24	24
ENSG00000186090	202	335	234	86	330	104	306	63
ENSG00000190647	81	110	71	75	117	52	68	63
ENSG00000204501	1856	3425	2048	3857	2743	3261	4464	2026
ENSG00000149023	148	127	62	102	78	63	156	102
ENSG00000172337	3963	2924	5080	7306	8946	7635	5159	3324
ENSG00000108582	37	39	27	72	54	35	63	32
ENSG00000114267	719	827	1037	1023	1044	765	602	1298
ENSG00000170715	615	479	384	578	439	712	599	603
ENSG00000231913	69	138	87	97	94	40	30	70
ENSG00000156766	426	693	329	654	364	498	394	476
ENSG00000243367	43	45	39	31	40	34	26	38
ENSG00000153023	77	155	65	80	129	66	38	133
ENSG00000225625	1049	566	1119	946	1552	414	1322	428
ENSG00000144372	96	147	59	183	155	196	134	174
ENSG00000245560	2	2	0	1	3	2	4	1
ENSG00000150818	42	15	19	29	27	29	20	30
ENSG00000160804	3799	2620	1814	4500	1791	2506	2536	2490
ENSG00000220204	412	639	428	326	497	347	432	302
ENSG00000210870	250	212	342	197	198	138	155	168
ENSG00000107518	112	107	61	54	42	32	121	44
ENSG00000237289	74	93	95	60	124	52	51	59
ENSG00000104071	17	9	18	24	15	9	7	20
ENSG00000248767	332	702	618	379	541	885	505	571
ENSG00000110047	253	284	215	237	167	446	182	259
ENSG00000120140	3472	3881	1146	3256	3299	2410	1388	2433
ENSG00000220158	1839	1176	1357	936	1075	1113	1555	1029
ENSG00000145429	73	146	101	133	157	118	94	150
ENSG00000117778	216	181	125	172	356	271	120	157
ENSG00000141789	130	180	99	103	79	103	86	132
ENSG00000151188	435	256	304	432	279	522	453	420
ENSG00000220166	110	94	105	71	81	41	111	46
ENSG00000209994	1	0	0	0	0	1	2	0
ENSG00000145528	25	40	34	37	45	32	26	17
ENSG00000143496	57	93	77	38	79	78	105	119
ENSG00000161117	1548	2703	1559	1815	3563	1765	2141	2334
ENSG00000209322	64	48	55	57	32	57	18	81
ENSG00000118411	17	16	36	36	52	12	31	45
ENSG00000244080	40	43	105	60	73	33	26	25
ENSG00000175942	55	62	39	64	47	64	44	100
ENSG00000240574	1995	587	1224	538	2379	816	1498	761
ENSG00000185480	4	4	1	4	4	3	4	2
ENSG00000138108	10254	7235	6965	5182	5042	9629	5889	11736
ENSG00000221610	794	503	229	287	286	158	296	585
ENSG00000143200	1183	2116	1282	1802	1501	3120	703	1646
ENSG00000158535	167	68	64	128	87	182	153	153
ENSG00000229338	331	234	210	278	233	570	363	319
ENSG00000195145	4	4	2	2	1	4	1	6
ENSG00000105640	252	380	293	284	183	129	257	268
ENSG00000225023	178	124	159	233	202	200	260	218
ENSG00000230760	1598	1768	823	584	792	1293	1997	1624
ENSG00000127661	129	83	171	129	97	125	182	367
ENSG00000211222	314	315	269	383	273	235	207	72
ENSG00000203783	523	385	382	437	199	350	307	276
ENSG00000149062	21	12	38	17	24	7	27	4
ENSG00000235370	309	540	729	560	384	560	359	329
ENSG00000124176	20104	19390	16682	18351	23276	16362	18020	21508
ENSG00000101104	128	101	96	113	101	139	121	125
ENSG00000197504	4803	2460	4286	2349	4490	2889	6299	1328
ENSG00000210264	120	126	151	153	129	156	109	123
ENSG00000225436	8373	3576	4034	7443	8212	9892	9403	5567
ENSG00000126965	8755	4680	15584	5014	5894	4526	11106	7062
ENSG00000165296	187	140	141	78	89	222	75	150
ENSG00000216969	35	61	55	31	70	49	40	50
ENSG00000113589	267	230	216	538	315	413	406	446
ENSG00000163292	195	191	72	144	203	194	133	76
ENSG00000169789	71	31	86	42	33	58	75	33
ENSG00000235317	23	73	50	43	49	46	62	31
ENSG00000113077	3	5	5	8	5	3	9	12
ENSG00000147653	23	50	28	61	29	24	34	23
ENSG00000138566	72	100	38	84	77	115	85	54
ENSG00000232162	3915	3199	3897	2511	2633	2423	6097	2702
ENSG00000238883	764	1183	1254	703	1049	540	919	1543
ENSG00000138760	41	41	15	48	35	44	44	19
ENSG00000204180	129	153	56	94	107	83	106	177
ENSG00000129194	21	28	35	34	47	26	19	29
ENSG00000148013	820	1325	1519	717	1880	884	1488	1137
ENSG00000225822	9432	7140	4375	5980	9308	12304	4614	7184
ENSG00000224774	188	91	135	156	174	159	177	111
ENSG00000205900	125	332	252	119	251	241	411	256
ENSG00000228489	1182	1237	996	1033	628	790	983	1362
ENSG00000137754	19	19	25	40	10	36	16	26
ENSG00000242065	2049	2416	3192	2725	1739	2832	3034	2228
ENSG00000113231	574	346	257	271	320	205	344	405
ENSG00000242685	3	1	4	1	3	6	3	3
ENSG00000111356	29	27	55	14	54	20	70	27
ENSG00000153469	65	105	43	40	67	87	88	60
ENSG00000235577	202	157	207	160	230	121	162	215
ENSG00000214918	239	163	303	84	199	135	232	168
ENSG00000187754	146	209	148	217	356	252	263	209
ENSG00000115860	434	275	327	94	353	310	184	132
ENSG00000189678	823	412	445	233	596	288	700	377
ENSG00000162141	108	158	237	446	371	406	542	399
ENSG00000200724	572	170	226	583	454	640	575	564
ENSG00000179170	3010	3212	2416	1115	2130	1783	2436	3953
ENSG00000216937	447	440	308	231	559	449	513	561
ENSG00000103729	728	409	594	576	1502	497	569	221
ENSG00000148918	26	11	12	11	16	11	10	20
ENSG00000224382	93	92	119	76	60	72	96	117
ENSG00000114298	155	117	139	120	104	153	118	188
ENSG00000235524	696	732	714	503	1116	1161	823	669
ENSG00000206597	284	65	113	180	144	191	135	146
ENSG00000189800	33	26	18	8	19	21	45	26
ENSG00000224140	551	749	536	736	1046	769	633	790
ENSG00000211474	469	492	415	476	446	333	488	426
ENSG00000182906	189	217	220	219	252	319	236	404
ENSG00000112157	9	6	5	17	11	11	3	7
ENSG00000190722	125	149	75	77	64	159	81	98
ENSG00000147554	51	57	79	86	89	70	89	66
ENSG00000170448	33	102	84	37	77	67	73	78
ENSG00000181781	5167	2441	5318	3484	3808	2166	4822	3353
ENSG00000227341	12	15	25	9	20	9	14	17
ENSG00000149281	0	1	1	0	0	2	3	1
ENSG00000230548	251	303	548	333	204	439	363	274
ENSG00000224090	65	54	23	52	98	67	73	65
ENSG00000103175	437	504	174	165	268	150	122	304
ENSG00000140211	2207	2366	2219	4590	4258	3289	4135	2331
ENSG00000125879	500	483	949	847	479	418	989	532
ENSG00000116377	2	1	1	1	5	3	4	2
ENSG00000181000	41	76	31	56	55	41	42	62
ENSG00000162013	154	117	95	180	73	150	130	165
ENSG00000173924	192	115	153	76	183	139	109	176
ENSG00000139359	8	15	25	22	14	25	18	34
ENSG00000135331	16	12	10	7	6	9	9	5
ENSG00000221812	5793	2684	5984	1136	4212	2742	6201	2812
ENSG00000129817	64	124	36	98	111	101	37	53
ENSG00000245330	70	68	62	64	68	89	39	49
ENSG00000138453	1296	2232	2297	2143	1454	2013	1423	1743
ENSG00000199797	3	8	0	6	8	5	2	5
ENSG00000171989	5	5	8	6	4	6	9	3
ENSG00000122880	943	916	1336	1312	953	1071	954	1076
ENSG00000232515	126	171	229	196	140	132	120	409
ENSG00000241455	149	135	234	95	112	165	132	189
ENSG00000170479	658	474	1064	642	1451	1176	1037	629
ENSG00000205591	24	35	30	20	24	16	28	32
ENSG00000173064	511	530	515	507	416	514	468	381
ENSG00000211301	315	334	1015	439	252	366	379	546
ENSG00000167895	151	276	336	173	381	360	243	264
ENSG00000189207	742	1249	1209	959	1315	966	1246	1493
ENSG00000131716	134	78	59	55	54	62	94	97
ENSG00000111383	2	2	1	3	1	0	4	0
ENSG00000200902	4397	2858	2559	2153	3255	3457	2362	2105
ENSG00000203180	289	157	182	272	271	402	469	326
ENSG00000177320	69	51	118	71	112	65	168	65
ENSG00000110846	9	10	7	8	18	12	7	11
ENSG00000112844	17	12	30	16	18	11	17	8
ENSG00000244977	15	21	5	10	12	14	4	8
ENSG00000242293	26	17	7	20	9	4	8	8
ENSG00000151208	1264	796	1204	550	1362	413	969	384
ENSG00000247748	243	266	221	314	402	458	247	202
ENSG00000132718	482	694	362	544	266	963	603	280
ENSG00000176897	579	571	663	719	644	563	397	775
ENSG00000137749	88	95	143	155	133	157	189	70
ENSG00000130410	459	364	502	248	446	608	346	538
ENSG00000228340	108	152	160	59	117	114	105	118
ENSG00000244279	335	322	355	411	295	154	324	213
ENSG00000207984	826	617	963	1763	1109	942	795	999
ENSG00000157930	19	43	51	68	63	31	69	60
ENSG00000244693	145	68	114	49	61	27	67	38
ENSG00000228559	467	278	461	386	350	290	558	577
ENSG00000243014	74	85	99	90	68	54	155	109
ENSG00000144848	764	913	434	523	465	768	617	1050
ENSG00000176709	70	130	160	118	76	116	106	79
ENSG00000214833	86	69	51	68	136	78	189	87
ENSG00000123753	2	5	4	5	5	4	7	5
ENSG00000168048	58	93	59	50	56	90	59	66
ENSG00000129425	48	38	57	52	22	49	40	43
ENSG00000242245	177	220	239	190	170	148	193	337
ENSG00000136075	22	8	10	13	18	14	7	15
ENSG00000208300	55	42	83	43	53	44	33	29
ENSG00000189284	181	55	167	127	146	155	95	166
ENSG00000123542	8696	10197	7540	10486	9378	8493	8240	10725
ENSG00000198082	518	305	248	254	351	306	490	452
ENSG00000181088	718	197	580	409	591	303	900	326
ENSG00000183439	103	204	78	76	69	90	75	52
ENSG00000111918	174	184	99	325	123	133	122	149
ENSG00000233450	124	60	124	98	137	85	185	47
ENSG00000246708	259	212	150	189	255	181	232	189
ENSG00000103476	5874	5469	8402	4420	4934	7840	3796	4611
ENSG00000247856	33	50	34	67	50	55	20	45
ENSG00000212099	14	28	18	22	24	14	9	22
ENSG00000202973	9	12	16	11	15	9	15	14
ENSG00000146105	401	490	401	678	393	585	612	506
ENSG00000124905	112	65	84	43	129	94	100	46
ENSG00000207647	96	120	87	189	117	142	158	128
ENSG00000154288	4042	5156	6406	2094	5190	3643	3356	3393
ENSG00000192472	16812	18410	25304	18738	21699	8983	27382	16037
ENSG00000188060	589	325	643	461	429	361	223	457
ENSG00000217775	77	81	64	65	86	59	90	83
ENSG00000172685	2241	2331	5179	3501	1704	2457	1145	2830
ENSG00000244291	360	179	212	121	274	187	544	119
ENSG00000109825	2504	2615	2056	1122	2438	2471	2032	1290
ENSG00000243113	518	399	498	398	659	711	237	602
ENSG00000235531	66	40	52	46	57	49	82	62
ENSG00000114556	20	37	10	20	33	27	17	19
ENSG00000173181	253	128	531	169	226	235	290	206
ENSG00000220904	116	104	145	122	140	116	133	92
ENSG00000206166	1963	2211	4647	2170	3362	2826	1677	2635
ENSG00000212891	63	36	73	31	42	60	90	110
ENSG00000127296	147	160	74	90	128	176	157	80
ENSG00000217150	9	10	10	9	22	10	9	18
ENSG00000128705	37	34	37	24	33	28	58	37
ENSG00000175881	150	405	369	401	223	426	507	336
ENSG00000226586	68	79	55	56	52	61	63	67
ENSG00000153210	301	544	302	610	595	519	440	557
ENSG00000118681	9	13	24	28	11	21	12	25
ENSG00000192183	100	101	89	174	172	111	133	73
ENSG00000223944	657	840	496	376	518	462	430	476
ENSG00000127872	2720	1503	2445	1604	2364	1942	3033	2440
ENSG00000237928	28	60	56	52	48	61	50	52
ENSG00000223291	2	3	1	2	0	0	2	1
ENSG00000212148	2323	2536	3407	2028	3328	3964	2165	1994
ENSG00000106641	668	315	1664	456	551	601	773	385
ENSG00000195957	112	59	60	88	78	133	69	29
ENSG00000111888	7992	7337	2861	4318	8368	5514	5708	7026
ENSG00000161095	195	207	293	316	272	196	593	212
ENSG00000133074	376	386	332	408	264	331	373	325
ENSG00000241535	75	56	63	76	54	95	140	56
ENSG00000185596	65	61	98	86	91	67	65	109
ENSG00000192291	69	58	35	23	39	51	62	54
ENSG00000185386	125	151	90	123	216	88	154	167
ENSG00000141890	1445	2023	1857	1773	1557	2155	1934	1246
ENSG00000223394	1060	306	179	853	677	1156	1037	694
ENSG00000117440	360	265	255	211	671	204	568	230
ENSG00000161516	1234	1170	989	790	1296	1442	1078	1239
ENSG00000170971	385	247	178	277	240	438	370	550
ENSG00000214174	30	31	54	34	26	24	29	25
ENSG00000108585	26	34	21	52	49	41	44	48
ENSG00000154969	1	0	2	1	0	0	1	0
ENSG00000122256	283	262	310	227	215	465	267	270
ENSG00000112270	464	609	538	791	1307	1290	1390	470
ENSG00000234611	277	433	235	212	279	231	295	135
ENSG00000100680	1319	1415	1890	2200	1062	804	1364	3103
ENSG00000115415	726	1091	1490	1403	1876	1171	1017	1822
ENSG00000177555	1813	1756	1645	804	2401	1878	1085	939
ENSG00000183726	25	26	17	12	20	18	12	18
ENSG00000148541	162	188	98	227	179	82	283	144
ENSG00000218248	1362	879	1049	901	1071	809	864	973
ENSG00000152882	16	18	20	18	3	10	13	34
ENSG00000217738	25	27	47	40	26	21	43	25
ENSG00000159177	197	81	164	180	148	158	206	169
ENSG00000177585	117	145	141	97	95	91	88	91
ENSG00000202057	263	351	427	719	361	516	367	503
ENSG00000107501	3381	3336	2523	1633	2818	3522	1258	1461
ENSG00000125984	624	940	608	865	402	518	424	424
ENSG00000115438	24	27	39	33	25	42	62	47
ENSG00000150171	1360	1214	1819	2056	1608	1533	1372	942
ENSG00000224007	111	113	107	115	183	81	94	133
ENSG00000231358	1550	652	703	1042	481	718	869	814
ENSG00000211358	163	154	208	310	114	241	180	121
ENSG00000191381	1277	1459	1474	1197	961	1093	1611	1256
ENSG00000239719	17	27	24	29	25	7	28	22
ENSG00000245812	1338	1324	1613	1772	1300	689	1369	1135
ENSG00000226028	18018	32315	20424	25089	21510	24936	13046	20683
ENSG00000221515	164	233	264	246	221	375	223	330
ENSG00000126026	23	25	12	33	50	20	30	20
ENSG00000112694	18	16	22	38	31	29	32	19
ENSG00000179583	1102	2034	1196	1433	1349	1026	1337	426
ENSG00000103890	154	141	236	120	106	235	89	221
ENSG00000210275	257	497	319	445	353	487	624	484
ENSG00000249511	159	256	225	309	160	259	429	254
ENSG00000100076	198	209	231	157	123	134	248	202
ENSG00000133480	12182	21792	24832	18304	20775	25082	20193	24751
ENSG00000107798	3	2	4	0	3	1	2	0
ENSG00000178843	430	340	483	335	501	235	399	268
ENSG00000184168	989	535	518	1164	1287	1083	752	1404
ENSG00000132784	361	150	260	195	312	114	423	261
ENSG00000147495	3	13	3	7	6	14	13	4
ENSG00000244284	183	244	372	171	319	142	513	235
ENSG00000173987	30	54	30	53	48	33	25	38
ENSG00000205037	185	72	230	67	290	100	328	106
ENSG00000159270	876	643	679	985	668	912	519	938
ENSG00000105789	86	37	67	30	65	27	36	27
ENSG00000154095	50	34	26	32	28	13	24	23
ENSG00000197173	2324	2333	2617	1589	2918	4305	2831	2231
ENSG00000132348	75	50	100	59	69	37	74	37
ENSG00000138107	101	57	85	83	82	90	32	89
ENSG00000229393	758	1529	1170	697	996	1504	681	1007
ENSG00000103434	73	19	63	41	50	37	43	26
ENSG00000227290	518	292	428	272	554	285	465	368
ENSG00000124021	38	31	22	35	20	34	27	33
ENSG00000231249	24	14	47	29	20	44	9	35
ENSG00000145118	21	9	14	22	20	15	8	15
ENSG00000168691	39	34	36	41	51	59	23	29
ENSG00000160376	11073	7812	7449	14520	11710	6856	6629	13837
ENSG00000148882	361	184	223	422	351	340	176	217
ENSG00000197647	7	11	7	2	3	2	6	10
ENSG00000141095	14	28	9	10	24	14	11	11
ENSG00000188741	53	29	39	33	46	34	82	30
ENSG00000197659	256	270	480	199	340	454	426	410
ENSG00000206483	4	10	12	7	14	9	7	11
ENSG00000147230	777	581	532	927	1137	594	398	1024
ENSG00000173512	19	8	6	13	19	16	8	12
ENSG00000218083	3	4	6	2	3	5	4	1
ENSG00000167821	57	27	32	65	40	26	71	62
ENSG00000246352	22	38	40	41	33	35	17	20
ENSG00000147603	7	1	3	5	9	1	2	2
ENSG00000171374	60	223	74	99	186	194	126	71
ENSG00000153265	62	53	39	66	75	79	56	38
ENSG00000222233	85	101	106	132	150	121	84	179
ENSG00000179454	59	36	71	62	51	52	51	58
ENSG00000111005	76	139	119	277	175	256	130	152
ENSG00000136788	2530	2230	2455	2781	1527	2200	1322	3901
ENSG00000150254	18	24	14	10	17	18	18	16
ENSG00000185057	152	184	210	135	120	151	139	187
ENSG00000230187	96	49	62	94	45	53	51	81
ENSG00000248313	165	217	142	179	143	126	204	174
ENSG00000186549	339	237	220	332	285	285	322	422
ENSG00000167309	18	12	16	41	6	13	12	21
ENSG00000242165	673	633	483	1097	937	781	1036	1099
ENSG00000177363	154	176	161	293	270	157	226	248
ENSG00000170969	43	35	42	33	36	35	43	39
ENSG00000150956	244	572	515	278	141	466	319	479
ENSG00000122152	18	15	10	11	14	20	17	11
ENSG00000169525	31396	47611	28460	24106	44752	26572	39431	44436
ENSG00000201230	29	23	16	13	16	35	15	18
ENSG00000123731	2098	1327	2272	1608	1516	1273	1897	1471
ENSG00000237084	270	253	309	209	384	209	144	201
ENSG00000179010	503	415	448	440	382	507	539	312
ENSG00000177914	372	667	595	390	580	421	291	380
ENSG00000127479	27	19	29	30	24	36	41	14
ENSG00000137629	25	18	20	19	20	16	14	9
ENSG00000248856	724	814	585	503	452	1149	682	703
ENSG00000102694	78	65	44	63	57	54	74	71
ENSG00000188208	53	44	27	22	29	37	32	20
ENSG00000207059	2429	2158	2282	1765	2729	2580	3346	2741
ENSG00000233132	5226	5045	4557	3830	3307	4850	3946	3617
ENSG00000157594	19	17	13	57	27	19	19	41
ENSG00000225435	1234	1833	1761	1567	1033	835	697	1213
ENSG00000151420	458	267	447	182	686	273	554	193
ENSG00000227914	58	75	44	25	57	64	29	21
ENSG00000143998	373	350	420	242	368	162	230	453
ENSG00000181362	1	1	1	1	1	1	3	1
ENSG00000220695	2021	3553	2598	2452	757	1659	1317	1965
ENSG00000246153	1607	1674	1582	2021	1419	1177	490	1736
ENSG00000243723	1253	869	1132	690	2657	925	2272	859
ENSG00000167457	14	19	13	16	19	45	15	16
ENSG00000137742	224	318	342	435	269	366	344	232
ENSG00000233111	68	46	71	132	222	84	63	106
ENSG00000179160	38	11	53	14	38	9	16	26
ENSG00000226102	16	22	15	18	9	10	10	18
ENSG00000221231	116	40	148	85	52	40	128	97
ENSG00000238505	84	51	131	34	65	86	106	48
ENSG00000113335	5	4	6	6	6	12	9	5
ENSG00000103052	307	136	203	296	294	359	202	265
ENSG00000107211	374	249	392	189	238	132	327	150
ENSG00000149499	2106	1808	1467	1579	1866	2469	2351	3300
ENSG00000136007	135	274	276	218	254	228	275	299
ENSG00000134242	606	810	357	1001	935	1562	1133	1361
ENSG00000172853	1797	1752	1692	2705	2450	852	1423	2073
ENSG00000136552	5	10	2	2	8	2	5	6
ENSG00000107612	963	531	1167	1106	1027	814	1358	1383
ENSG00000106102	41	20	30	11	54	15	31	10
ENSG00000143622	407	779	720	507	532	755	498	507
ENSG00000183520	219	164	122	164	167	115	176	202
ENSG00000200230	28	15	42	15	48	22	30	14
ENSG00000170763	1598	1065	2791	1582	2712	1044	2922	1416
ENSG00000217677	55	25	16	20	17	19	41	31
ENSG00000109008	35	43	48	19	49	17	42	31
ENSG00000151564	37	20	37	37	59	43	28	48
ENSG00000226996	0	0	4	0	1	1	0	4
ENSG00000232395	2060	1943	877	1664	1542	1315	1339	1183
ENSG00000233309	1380	1933	2044	1931	1694	1828	1134	1541
ENSG00000243026	1521	907	627	851	1043	959	1026	845
ENSG00000167372	2143	1478	1481	1421	2215	2472	2529	2861
ENSG00000151143	258	180	136	173	240	367	145	245
ENSG00000173700	99	138	168	144	97	99	68	164
ENSG00000206691	87	43	68	45	63	39	56	75
ENSG00000150834	2	0	2	1	2	0	4	3
ENSG00000234194	74	48	37	22	55	82	56	58
ENSG00000139106	11	13	31	12	24	10	16	19
ENSG00000105498	260	247	339	288	223	151	220	254
ENSG00000219299	78	96	50	85	42	90	60	77
ENSG00000133010	87	26	94	33	35	26	97	26
ENSG00000172846	5368	9950	6839	9406	5669	5455	3566	11466
ENSG00000243292	3059	1881	3414	1609	5048	1320	5998	2970
ENSG00000118427	27	15	7	7	11	5	3	10
ENSG00000165477	36	29	18	60	23	28	10	38
ENSG00000116977	22	13	13	12	25	20	21	22
ENSG00000111036	343	273	285	280	266	274	274	240
ENSG00000243318	2726	1997	2628	1456	1799	2349	2811	2173
ENSG00000213299	145	84	254	236	339	213	140	215
ENSG00000121192	5904	1915	6308	2037	3953	1902	6655	1137
ENSG00000150430	23	18	30	17	32	15	16	9
ENSG00000174243	47	37	40	46	22	38	25	37
ENSG00000226823	61	70	83	36	76	110	91	48
ENSG00000154574	4173	3008	3151	3705	2753	4185	4219	5423
ENSG00000136276	715	403	994	929	487	760	861	682
ENSG00000106138	8	7	27	7	30	3	12	2
ENSG00000174887	5	3	2	5	3	2	2	3
ENSG00000196933	320	122	152	199	174	179	177	220
ENSG00000124707	22279	30825	17298	19362	14066	27228	36326	29937
ENSG00000169507	649	206	484	282	392	351	314	279
ENSG00000248269	7	2	8	12	8	11	7	10
ENSG00000242755	379	558	526	629	494	675	806	854
ENSG00000175712	35	43	35	44	53	57	33	37
ENSG00000172631	205	103	221	215	200	218	492	313
ENSG00000229390	96	128	89	197	61	116	147	99
ENSG00000151066	29	51	33	37	18	32	43	22
ENSG00000187494	4	5	2	1	5	3	0	1
ENSG00000170658	1547	1122	1098	888	825	876	1290	666
ENSG00000191064	3215	694	2892	866	1465	1008	1044	941
ENSG00000113922	401	327	395	265	584	280	452	600
ENSG00000170678	18	32	16	23	32	18	38	29
ENSG00000236196	229	111	140	127	143	196	135	178
ENSG00000144922	207	214	376	312	346	312	342	326
ENSG00000185334	649	553	657	529	1436	895	651	760
ENSG00000230100	110	67	78	93	106	101	91	100
ENSG00000110467	27	60	76	50	76	54	30	65
ENSG00000166594	250	364	312	262	505	375	290	227
ENSG00000222260	266	407	315	255	377	392	389	300
ENSG00000246173	37	15	50	20	31	12	23	22
ENSG00000167616	3127	4127	1774	3423	3152	2302	2211	2128
ENSG00000135924	21	16	20	27	27	14	19	14
ENSG00000103575	1329	1141	2625	1829	1957	1520	1515	1859
ENSG00000199317	213	90	177	80	103	102	111	62
ENSG00000216565	1839	1721	2132	1944	1685	2578	1579	2425
ENSG00000165993	8	15	8	22	10	10	19	11
ENSG00000147056	182	218	469	370	207	274	229	328
ENSG00000163241	26	37	26	25	33	39	20	29
ENSG00000119091	2	1	3	4	5	5	4	2
ENSG00000172873	102	168	140	211	97	180	198	293
ENSG00000177285	1	2	2	1	3	2	0	1
ENSG00000171052	1502	1691	2006	944	575	1753	2207	2003
ENSG00000185459	1038	999	948	576	1445	809	537	845
ENSG00000184344	352	94	50	174	300	171	180	330
ENSG00000239061	38	37	53	43	45	31	21	10
ENSG00000239755	62	67	89	51	35	35	52	40
ENSG00000192861	415	333	418	233	507	270	258	323
ENSG00000200197	22	19	25	11	30	9	39	17
ENSG00000135167	4	4	3	2	5	2	5	8
ENSG00000202426	593	456	502	376	572	601	824	536
ENSG00000154896	295	446	520	737	450	450	403	542
ENSG00000139805	2	5	4	2	2	3	7	4
ENSG00000169137	160	135	154	86	178	142	130	177
ENSG00000219826	787	637	548	610	892	754	735	1306
ENSG00000246354	256	459	332	242	385	444	345	411
ENSG00000226039	29	51	42	25	14	12	77	17
ENSG00000241785	822	1649	769	1067	1012	887	993	1934
ENSG00000177116	6538	4593	1430	4264	4933	2945	4075	4708
ENSG00000124741	102	128	104	59	113	41	51	73
ENSG00000238018	350	311	206	303	259	255	199	455
ENSG00000140973	140	166	219	133	258	232	231	132
ENSG00000117002	209	141	173	164	249	179	131	206
ENSG00000190606	506	636	393	551	505	334	235	527
ENSG00000194844	54	88	33	46	121	91	60	50
