gene_id	GSM1275862_untreated	GSM1275862_dex	GSM1275863_dex	GSM1275870_dex	GSM1275871_dex
ENSG00000106138	8	7	7	3	2
ENSG00000174887	5	3	5	2	3
ENSG00000196933	320	122	199	179	220
ENSG00000124707	22279	30825	19362	27228	29937
ENSG00000169507	649	206	282	351	279
ENSG00000248269	7	2	12	11	10
ENSG00000242755	379	558	629	675	854
ENSG00000175712	35	43	44	57	37
ENSG00000172631	205	103	215	218	313
ENSG00000229390	96	128	197	116	99
ENSG00000151066	29	51	37	32	22
ENSG00000187494	4	5	1	3	1
ENSG00000170658	1547	1122	888	876	666
ENSG00000191064	3215	694	866	1008	941
ENSG00000113922	401	327	265	280	600
ENSG00000170678	18	32	23	18	29
ENSG00000236196	229	111	127	196	178
ENSG00000144922	207	214	312	312	326
ENSG00000185334	649	553	529	895	760
ENSG00000230100	110	67	93	101	100
ENSG00000110467	27	60	50	54	65
ENSG00000166594	250	364	262	375	227
ENSG00000222260	266	407	255	392	300
ENSG00000246173	37	15	20	12	22
ENSG00000167616	3127	4127	3423	2302	2128
ENSG00000135924	21	16	27	14	14
ENSG00000103575	1329	1141	1829	1520	1859
ENSG00000199317	213	90	80	102	62
ENSG00000216565	1839	1721	1944	2578	2425
ENSG00000165993	8	15	22	10	11
ENSG00000147056	182	218	370	274	328
ENSG00000163241	26	37	25	39	29
ENSG00000119091	2	1	4	5	2
ENSG00000172873	102	168	211	180	293
ENSG00000177285	1	2	1	2	1
ENSG00000171052	1502	1691	944	1753	2003
ENSG00000185459	1038	999	576	809	845
ENSG00000184344	352	94	174	171	330
ENSG00000239061	38	37	43	31	10
ENSG00000239755	62	67	51	35	40
ENSG00000192861	415	333	233	270	323
ENSG00000200197	22	19	11	9	17
ENSG00000135167	4	4	2	2	8
ENSG00000202426	593	456	376	601	536
ENSG00000154896	295	446	737	450	542
ENSG00000139805	2	5	2	3	4
ENSG00000169137	160	135	86	142	177
ENSG00000219826	787	637	610	754	1306
ENSG00000246354	256	459	242	444	411
ENSG00000226039	29	51	25	12	17
ENSG00000241785	822	1649	1067	887	1934
ENSG00000177116	6538	4593	4264	2945	4708
ENSG00000124741	102	128	59	41	73
ENSG00000238018	350	311	303	255	455
ENSG00000140973	140	166	133	232	132
ENSG00000117002	209	141	164	179	206
ENSG00000190606	506	636	551	334	527
ENSG00000194844	54	88	46	91	50
ENSG00000164608	36	45	54	32	17
ENSG00000249572	1295	1878	1619	970	1263
ENSG00000194806	21	18	4	16	14
ENSG00000112095	669	195	276	316	201
ENSG00000118509	121	75	39	79	93
ENSG00000201367	173	258	155	131	161
ENSG00000216298	8211	3519	4051	1766	3729
ENSG00000249304	51	49	46	108	57
ENSG00000100794	589	257	905	551	650
ENSG00000232612	63	97	76	44	174
ENSG00000199003	16	22	21	9	8
ENSG00000106720	290	311	322	304	227
ENSG00000179786	7	20	18	18	24
ENSG00000240081	11	14	6	5	7
ENSG00000116126	65	51	82	57	66
ENSG00000242787	34	49	38	28	48
ENSG00000122683	72	32	39	51	21
ENSG00000120999	724	401	345	395	528
ENSG00000181911	20	28	26	31	29
ENSG00000186751	2818	2086	1929	3097	2988
ENSG00000150774	15	61	42	30	53
ENSG00000194422	5182	1003	1555	2504	2564
ENSG00000202425	187	218	181	182	263
ENSG00000166840	75	47	55	34	19
ENSG00000208228	53	53	81	49	69
ENSG00000113491	219	209	250	348	104
ENSG00000115903	161	130	149	140	111
ENSG00000148129	289	484	201	199	295
ENSG00000143994	1091	854	384	1565	611
ENSG00000219130	7	10	5	10	24
ENSG00000183806	318	193	282	401	367
ENSG00000111869	141	154	68	184	163
ENSG00000194411	156	320	346	331	262
ENSG00000200419	567	449	404	336	333
ENSG00000128407	421	152	249	333	395
ENSG00000111446	30	20	34	35	30
ENSG00000154566	10	15	2	18	11
ENSG00000213682	151	237	133	230	151
ENSG00000155611	2135	1658	1431	1713	1839
ENSG00000130218	7	16	7	12	5
