gene_id	N61311_untreated	N61311_dex	N052611_dex	N080611_dex	N61311R_dex
ENSG00000129564	1	1	4	3	4
ENSG00000220576	86	107	111	77	85
ENSG00000199317	75	228	130	221	99
ENSG00000142355	7008	6402	5821	3660	3324
ENSG00000231166	24	30	32	19	38
ENSG00000116499	407	366	397	511	387
ENSG00000223155	5	3	1	1	2
ENSG00000114276	11943	10571	13113	6758	21238
ENSG00000104831	2	1	3	0	0
ENSG00000118192	1254	1876	2007	2280	1127
ENSG00000226917	74	59	59	66	57
ENSG00000226295	4	0	2	9	3
ENSG00000210066	34	35	38	32	43
ENSG00000165354	916	976	657	563	423
ENSG00000208789	103	129	98	62	83
ENSG00000217324	31	28	32	10	24
ENSG00000173470	259	115	110	173	149
ENSG00000219315	56	42	136	118	95
ENSG00000119309	627	1357	863	720	621
ENSG00000125040	693	502	720	472	483
ENSG00000177717	54	37	47	56	50
ENSG00000218717	14	27	18	17	27
ENSG00000125293	151	143	113	121	139
ENSG00000149042	47	67	104	35	90
ENSG00000202426	223	180	251	253	166
ENSG00000150523	14	14	14	12	16
ENSG00000134740	125	129	97	123	113
ENSG00000193797	16	16	30	21	20
ENSG00000135839	222	310	279	357	261
ENSG00000203003	149	129	332	193	82
ENSG00000115949	134	71	134	38	82
ENSG00000233515	3	6	2	7	3
ENSG00000196019	1646	1126	1312	352	578
ENSG00000230763	25	26	21	17	9
ENSG00000117261	26	58	28	21	37
ENSG00000236806	82	79	113	107	79
ENSG00000109949	184	368	208	162	372
ENSG00000231789	29	40	58	40	34
ENSG00000143335	27	30	32	26	34
ENSG00000100973	8	9	5	3	9
ENSG00000103717	1084	946	732	795	943
ENSG00000203847	60	44	40	35	47
ENSG00000102084	48	43	67	26	40
ENSG00000110120	0	3	2	1	1
ENSG00000103308	37	23	35	55	21
ENSG00000117354	920	594	609	667	496
ENSG00000233692	591	969	1396	1183	1223
ENSG00000233433	19	17	7	23	22
ENSG00000106720	105	100	118	152	215
ENSG00000124633	609	222	272	469	734
ENSG00000143538	14	14	6	6	8
ENSG00000147463	30	59	29	39	79
ENSG00000142097	360	564	366	379	603
ENSG00000117794	1194	821	411	870	826
ENSG00000162608	5	7	13	11	5
ENSG00000103414	9	16	18	19	14
ENSG00000191703	1050	862	1434	1737	1031
ENSG00000126232	48	57	56	53	69
ENSG00000106231	375	213	276	218	134
ENSG00000228294	16	4	7	14	14
ENSG00000126475	787	738	1279	993	817
ENSG00000205448	130	217	282	195	121
ENSG00000114437	1583	1526	1963	2174	2788
ENSG00000124162	19	22	12	24	17
ENSG00000207432	46	96	26	28	51
ENSG00000115903	3	13	7	8	3
ENSG00000125018	3	16	2	9	15
ENSG00000248756	6	10	8	7	14
ENSG00000141442	112	109	96	179	133
ENSG00000152076	21	17	23	13	18
ENSG00000111869	86	114	97	88	57
ENSG00000170606	21	23	21	9	34
ENSG00000120953	429	137	226	247	177
ENSG00000141537	514	670	422	455	806
ENSG00000195451	471	317	520	567	294
ENSG00000200419	756	829	513	683	774
ENSG00000170400	87	66	78	65	44
ENSG00000202417	442	438	416	415	362
ENSG00000106568	46	57	86	55	98
ENSG00000213946	40	15	20	16	17
ENSG00000160351	11	3	8	8	3
ENSG00000210354	90	130	83	55	78
ENSG00000114125	146	231	241	257	120
