	SRR6200001	SRR6200002	SRR6200003	SRR6200004	SRR6200005	SRR6200006	SRR6200007	SRR6200008	SRR6200009	SRR6200010	SRR6200011	SRR6200012
ENSG00000172344	27	69	41	67	81	71	44	80	52	21	47	73
ENSG00000120766	329	637	908	486	464	403	415	563	237	605	624	291
ENSG00000105113	30	27	20	29	33	24	30	32	52	28	21	22
ENSG00000239542	2359	3001	1350	1335	1315	1693	2120	1177	1764	2411	4059	2033
ENSG00000142299	21	32	30	21	18	12	28	56	10	16	21	29
ENSG00000190764	11	34	13	22	20	23	23	17	40	28	32	24
ENSG00000249384	65	80	70	39	85	87	41	79	62	55	79	62
ENSG00000220221	75	65	116	62	75	82	117	72	103	60	88	111
ENSG00000237818	3993	4933	6262	5366	3347	6566	4170	12256	5797	5070	6061	7414
ENSG00000193157	1001	2331	1225	659	1452	986	1464	979	855	1664	1153	2366
ENSG00000180081	90	78	96	147	69	95	52	150	95	74	145	63
ENSG00000194079	1603	1167	822	1304	1033	1461	973	1422	379	1036	1796	1003
ENSG00000216225	21	34	63	31	28	34	22	24	25	28	33	30
ENSG00000221300	370	522	366	503	512	383	341	455	651	489	451	492
ENSG00000233260	139	99	79	85	142	191	106	119	145	182	178	195
ENSG00000154157	35	63	46	78	23	63	48	61	58	33	76	74
ENSG00000154508	3210	1080	2247	2230	2090	2590	2637	1242	3213	2854	3096	3099
ENSG00000138409	248	475	472	282	243	279	591	289	575	546	502	397
ENSG00000204921	676	227	386	319	1132	1669	831	1084	648	543	698	648
ENSG00000105197	11	6	12	7	9	4	12	10	12	8	5	13
ENSG00000225345	85	147	210	129	231	83	105	71	157	234	135	171
ENSG00000221458	305	249	326	224	1598	1084	2211	1308	562	926	453	504
ENSG00000142922	3	1	2	2	1	3	2	0	0	2	4	1
ENSG00000220035	1146	1486	836	1061	1410	742	538	1064	1135	1078	937	1374
ENSG00000185923	189	167	98	103	109	165	172	89	163	99	87	128
ENSG00000241662	384	173	163	215	171	151	255	113	95	145	180	282
ENSG00000190647	20	14	23	35	18	20	32	20	14	11	23	27
ENSG00000141420	2	8	6	2	2	0	5	2	3	7	3	4
ENSG00000193085	110	96	55	44	55	55	82	69	83	75	56	60
ENSG00000195379	65	82	59	101	61	89	66	84	62	78	100	84
ENSG00000200288	49	70	86	114	110	117	134	68	118	90	94	119
ENSG00000185265	7971	5364	10263	12210	10033	7366	7410	7851	5045	9207	10602	5961
ENSG00000245266	124	81	85	131	130	182	93	75	102	77	140	140
ENSG00000191677	3910	6847	4963	9859	8002	8737	6434	5407	15230	10447	5995	6366
ENSG00000230677	97	37	50	30	52	32	73	76	58	96	51	48
ENSG00000211090	1724	1175	1390	1359	1157	979	1441	652	745	1274	1703	1002
ENSG00000117977	43	59	42	75	70	58	39	42	46	48	30	77
ENSG00000172502	128	107	111	75	133	39	111	120	57	82	124	119
ENSG00000235301	3506	9952	5004	3729	6330	7144	6485	3630	5455	5598	7257	4107
ENSG00000129550	806	772	687	545	968	612	762	776	365	429	680	565
ENSG00000215036	15	4	5	17	17	12	7	13	2	9	6	11
ENSG00000132149	566	1014	1550	1833	380	867	756	829	752	777	1013	1025
ENSG00000223342	1820	1744	964	1687	2070	1340	1386	1953	1649	903	1251	2198
ENSG00000210701	345	555	591	458	368	411	280	414	359	759	408	366
ENSG00000182883	66	31	43	63	27	65	38	24	40	29	41	11
ENSG00000121778	171	211	108	116	83	136	88	77	94	81	105	190
ENSG00000144372	343	624	380	517	684	646	585	529	679	580	210	466
ENSG00000162166	250	219	165	213	156	189	179	381	381	357	325	258
ENSG00000228761	206	184	153	319	564	618	751	641	313	219	343	450
ENSG00000134101	16	37	28	32	13	26	21	16	10	15	12	11
ENSG00000108178	3535	4847	4385	4521	4904	7087	4879	4499	2910	6839	4285	9526
ENSG00000103451	1185	854	1206	854	1702	466	815	652	970	1126	1262	541
ENSG00000245321	24	27	22	17	39	33	35	29	26	11	25	37
ENSG00000124750	11	12	18	7	7	7	11	10	5	12	4	13
ENSG00000162259	755	1019	1712	712	1628	857	1054	1366	1410	687	1077	788
ENSG00000219856	173	94	185	130	142	180	120	119	77	159	117	129
ENSG00000147199	2	3	3	2	3	2	3	1	4	0	0	2
ENSG00000130666	159	134	322	221	209	251	260	242	318	270	351	175
ENSG00000237966	273	320	203	185	1608	1154	943	1626	415	308	555	840
ENSG00000189681	34	36	36	35	46	43	17	34	51	47	25	31
ENSG00000205927	19	48	17	21	18	43	23	34	28	23	46	22
ENSG00000113609	1096	1113	1042	1164	1091	1300	804	814	1267	556	906	621
ENSG00000127357	15	30	17	23	15	21	11	16	12	18	12	15
ENSG00000171028	10	14	6	11	14	13	4	5	14	15	13	13
ENSG00000185940	2	3	2	1	12	13	18	15	13	5	4	1
ENSG00000191486	173	238	97	273	233	106	243	162	180	214	173	209
ENSG00000226459	2973	2360	2610	1973	1986	3523	1513	3679	2929	2194	1592	1838
ENSG00000164548	308	171	207	255	200	119	89	224	180	190	174	160
ENSG00000117882	6	5	5	8	10	9	6	11	6	9	8	11
ENSG00000185480	273	346	242	292	167	266	297	254	211	300	190	214
ENSG00000179071	728	413	922	858	1092	1358	779	1582	1645	1295	1023	1268
ENSG00000113683	55	67	63	50	31	55	35	80	34	63	63	44
ENSG00000186025	434	232	339	392	295	606	576	352	200	208	552	257
ENSG00000112775	92	210	95	170	165	123	113	100	135	91	107	104
ENSG00000145780	16761	14894	11162	19579	17545	13373	7682	10569	6404	14995	18033	12790
ENSG00000203783	21	26	10	29	24	24	58	33	29	35	40	32
ENSG00000137947	10	3	6	6	3	4	4	3	7	4	3	12
ENSG00000137671	136	69	101	135	60	71	217	114	44	96	117	137
ENSG00000246631	1631	1133	2777	2112	1283	2015	1455	1601	2331	1635	1618	2058
ENSG00000182108	128	123	117	290	189	98	210	265	349	202	474	175
ENSG00000120695	1184	1966	2446	1251	1408	1295	1633	1825	1056	2206	1834	2530
ENSG00000172356	419	265	383	267	249	454	285	283	377	316	264	459
ENSG00000197504	1458	1237	1563	1651	1277	2469	1766	2577	1854	2979	2661	2204
ENSG00000154544	126	107	71	135	643	608	396	348	229	227	249	159
ENSG00000228105	64	24	34	30	22	48	20	47	28	18	43	22
ENSG00000161926	38	22	22	13	22	47	45	31	25	11	56	21
ENSG00000209551	65	34	77	66	201	253	212	170	119	46	109	138
ENSG00000140295	162	230	306	328	292	241	299	430	254	259	290	493
ENSG00000212205	941	1664	1648	1043	938	1264	1297	1154	845	1155	1197	1343
ENSG00000113746	49	54	67	39	74	82	50	67	52	48	55	27
ENSG00000204080	3495	1328	2020	2826	675	1375	1135	2567	1249	2285	2110	1537
ENSG00000124747	48	34	57	68	87	72	74	77	37	55	53	24
ENSG00000212783	984	1030	1577	1117	2854	932	1241	1167	888	2235	1996	769
ENSG00000236010	44	45	32	37	37	25	36	61	87	74	36	36
ENSG00000106545	180	90	115	146	178	158	119	165	174	104	131	167
ENSG00000160953	740	865	610	372	731	1146	770	452	917	336	886	617
ENSG00000139784	150	91	132	62	86	114	188	109	121	123	112	93
ENSG00000104782	47886	78949	82037	40706	47556	89473	52373	78707	27481	74077	51275	55817
ENSG00000220181	366	288	431	485	423	413	417	396	561	380	378	474
ENSG00000148921	639	1369	1289	1367	1371	983	1106	788	888	853	842	1094
ENSG00000105766	18	17	28	30	19	22	35	15	19	22	31	27
ENSG00000165509	49	43	62	89	72	74	64	98	64	93	89	44
ENSG00000122019	2107	2863	3515	2180	1567	2837	2233	2032	1871	5109	2810	3467
ENSG00000232162	2346	1978	1331	2456	1312	2530	2074	1651	1846	2553	1497	1919
ENSG00000208928	500	444	413	295	440	612	554	397	596	284	543	430
ENSG00000149961	243	462	510	280	321	234	230	391	658	227	407	144
ENSG00000231244	49	36	88	76	59	71	31	30	64	75	45	93
ENSG00000168027	254	505	585	365	320	298	438	261	305	340	417	254
ENSG00000204519	76	36	51	64	41	51	51	34	42	54	59	92
ENSG00000150872	15	24	16	16	16	11	9	13	18	20	14	22
ENSG00000198409	137	214	141	132	123	126	224	133	121	89	172	109
ENSG00000143957	7166	6322	9615	4790	8709	1885	4595	4813	3402	8055	4116	5962
ENSG00000148013	139	186	152	123	98	100	157	89	141	130	117	82
ENSG00000242065	612	513	295	561	1695	2446	1952	1783	1928	856	770	1222
ENSG00000113231	49	32	22	23	95	69	120	147	78	98	49	80
ENSG00000138775	74	120	74	118	132	118	103	175	159	127	106	156
ENSG00000243742	1278	1795	3056	1726	1381	1837	926	2724	2608	2437	1257	2004
ENSG00000102716	451	212	307	288	331	452	331	483	306	411	288	322
ENSG00000142466	67	163	110	91	50	67	87	113	103	84	137	73
ENSG00000179808	1549	3502	3407	4138	2377	4554	3023	2299	3928	2301	2211	1938
ENSG00000139326	202	273	482	472	350	253	253	181	321	273	330	344
ENSG00000224669	2609	1197	1312	715	4864	2515	2578	3675	2514	3451	2131	2508
ENSG00000102010	11869	9185	14730	14194	27901	9368	15356	17953	23514	19332	22422	17437
ENSG00000200043	16050	14144	14873	24753	114557	77230	45102	62990	74305	28594	37447	30075
ENSG00000200724	9	26	14	9	18	21	33	6	37	49	28	9
ENSG00000119371	300	313	591	395	573	277	600	686	429	288	328	476
ENSG00000206768	16	23	32	25	30	21	27	41	19	21	49	31
ENSG00000145282	218	120	178	129	232	287	155	245	225	251	177	250
ENSG00000198444	278	301	297	391	584	498	485	403	390	356	667	326
ENSG00000176515	45	134	85	48	65	81	55	108	96	98	105	61
ENSG00000180395	1980	1374	5348	2650	3093	1931	3776	2409	6390	2279	1626	1808
ENSG00000136193	97	174	176	131	237	135	235	149	169	318	139	130
ENSG00000194115	1	5	9	10	2	5	4	2	6	4	6	5
ENSG00000143887	272	167	385	218	272	195	216	130	295	209	312	276
ENSG00000249724	33	22	5	16	12	14	7	16	22	23	25	7
ENSG00000128717	66	91	39	63	82	68	89	126	52	70	74	60
ENSG00000129641	26	34	15	34	30	36	23	21	46	45	69	30
ENSG00000199645	203	139	146	174	243	216	129	67	280	176	96	192
ENSG00000191621	8	5	4	3	16	21	37	15	16	10	12	11
ENSG00000165008	82	71	83	71	36	60	34	54	31	87	44	48
ENSG00000133460	276	189	228	466	262	323	346	208	175	271	268	203
ENSG00000140211	31	55	59	50	26	31	38	54	63	16	36	77
ENSG00000116377	4	4	7	4	10	7	7	2	1	3	1	3
ENSG00000218118	443	307	598	448	398	368	626	262	259	392	266	574
ENSG00000160330	152	105	79	96	198	96	70	99	147	110	143	155
ENSG00000240480	18	24	10	14	15	26	27	23	21	16	17	18
ENSG00000232519	18	17	10	8	8	12	18	9	12	12	5	16
ENSG00000193471	128	118	70	69	67	44	136	87	98	85	33	79
ENSG00000177053	549	622	584	486	1274	2234	2145	1352	1224	758	1217	929
ENSG00000244853	17	10	19	22	6	16	18	4	18	12	19	13
ENSG00000210611	108	33	52	63	91	63	103	29	112	40	71	72
ENSG00000173178	2948	2482	1587	3140	2404	4403	4089	3188	1550	2094	2410	3140
ENSG00000136573	170	188	99	82	201	95	132	80	101	120	115	289
ENSG00000133748	177	213	188	312	247	172	218	286	143	169	223	276
ENSG00000157833	160	140	202	155	200	254	111	148	163	179	124	108
ENSG00000147731	2638	2437	2292	3002	2941	1178	2158	1795	1536	2031	2019	3847
ENSG00000237692	25	20	25	36	25	24	67	32	12	14	18	28
ENSG00000115444	161	111	162	96	207	149	92	268	148	158	173	208
ENSG00000203811	285	142	313	336	110	233	252	178	127	109	216	206
ENSG00000207322	501	585	399	589	433	324	280	667	515	680	341	588
ENSG00000100083	156	45	178	97	164	112	123	82	149	92	84	163
ENSG00000126469	1	2	4	3	6	10	7	5	5	8	4	3
ENSG00000234883	38	27	19	25	18	18	34	25	17	20	13	36
ENSG00000246160	158	177	78	168	221	121	182	103	113	218	152	71
ENSG00000190703	2409	2607	3039	2756	2948	3503	2523	2278	1531	2548	2405	2391
ENSG00000240647	41	28	14	15	39	27	15	25	45	22	37	22
ENSG00000208743	1838	3101	3519	2978	3692	3458	1462	2415	4955	1035	2583	1914
ENSG00000132550	105	61	61	61	41	103	52	64	83	85	76	81
ENSG00000244195	590	494	748	831	457	295	607	575	454	853	358	605
ENSG00000130238	384	460	247	305	354	329	388	274	412	263	372	310
ENSG00000229067	22	17	7	21	10	22	11	30	27	32	12	24
ENSG00000200902	360	165	257	229	522	1595	1048	894	485	526	377	322
ENSG00000217075	83	60	58	95	30	46	75	30	49	78	62	59
ENSG00000247261	3180	1363	1788	1378	1596	2028	2128	2688	1667	2226	2604	2435
ENSG00000110846	3004	3133	2803	1454	1202	2186	2637	3037	2325	1764	2113	3196
ENSG00000108975	413	212	387	364	246	255	309	462	397	254	231	292
ENSG00000220995	216	199	150	201	311	190	150	310	356	188	294	344
ENSG00000138542	219	327	399	293	240	262	175	246	248	265	258	242
ENSG00000209001	2742	1424	1949	2920	2663	913	1727	3736	2776	1478	2682	2118
ENSG00000204025	329	380	141	400	170	201	165	267	326	214	254	311
ENSG00000240435	16	18	17	14	36	49	21	57	28	14	25	40
ENSG00000133808	248	501	421	497	309	291	315	285	548	261	194	453
ENSG00000180245	44310	62005	103173	45548	32907	60905	62251	48429	49967	60449	29929	61472
ENSG00000137749	35	14	19	22	20	27	27	20	12	9	18	23
ENSG00000209969	507	838	988	347	834	503	602	803	762	889	819	502
ENSG00000146929	194	341	229	223	298	106	178	313	251	229	182	101
ENSG00000103583	3685	4612	3582	2752	1675	2128	2628	3714	2347	2289	980	3317
ENSG00000196509	1441	1336	2893	2373	3518	2459	1543	2949	2784	2331	2330	1639
ENSG00000143110	112	126	103	125	456	290	387	369	255	112	178	115
ENSG00000149372	936	1153	1083	676	1465	895	1256	731	662	1008	2027	631
ENSG00000113751	12	19	13	12	16	18	12	36	33	8	20	14
ENSG00000240901	253	306	215	137	428	350	242	459	293	313	239	225
ENSG00000215374	6	9	10	9	6	8	4	14	15	5	5	11
ENSG00000162115	1238	1423	952	1202	1898	506	1147	1145	654	1567	1304	1497
ENSG00000127467	100	75	41	92	39	58	40	59	40	94	46	81
ENSG00000237632	427	323	356	473	1913	1690	2349	1256	1324	550	933	1077
ENSG00000123321	50	32	58	59	28	79	64	34	57	47	30	70
ENSG00000188364	403	679	575	1213	3073	2818	3158	3409	1129	1147	1207	1104
ENSG00000176709	112	122	185	109	515	383	599	674	329	360	419	257
ENSG00000157602	30	28	28	32	47	31	61	49	28	29	29	40
ENSG00000214833	218	296	520	599	417	307	394	657	148	304	276	165
ENSG00000159095	191	157	89	171	201	119	272	190	86	166	210	187
ENSG00000117392	30	28	23	56	25	53	51	24	43	27	50	36
ENSG00000142461	59	98	84	32	89	47	54	49	53	58	57	69
ENSG00000125492	429	650	369	359	456	293	418	511	311	455	226	270
ENSG00000195755	30	33	40	37	40	15	17	21	26	30	24	19
ENSG00000163874	534	335	479	429	337	199	428	581	451	207	215	192
ENSG00000160171	484	383	312	333	457	319	406	503	212	302	511	526
ENSG00000134716	97	93	34	125	100	137	107	80	14	57	55	96
ENSG00000245894	416	518	413	701	1827	1831	1967	775	845	483	554	637
ENSG00000153348	32	42	22	21	18	29	44	16	18	21	26	16
ENSG00000223443	283	182	142	408	282	346	107	155	274	362	205	203
ENSG00000222573	67	53	56	55	77	36	75	72	26	66	79	49
ENSG00000120559	1158	589	634	693	889	741	775	689	652	900	807	1010
ENSG00000234070	807	844	492	418	844	351	867	820	669	645	541	630
ENSG00000128175	8414	22222	16825	13148	16127	28284	20174	18933	9439	16254	29640	17274
ENSG00000198501	67	72	42	64	352	271	382	263	127	132	140	116
ENSG00000209632	582	892	1165	575	967	948	980	516	1036	608	736	410
ENSG00000192345	114	112	147	70	117	112	132	147	128	101	156	65
ENSG00000128897	603	1155	846	610	555	1603	435	928	944	704	607	973
ENSG00000212120	18462	9507	7176	5607	16439	6336	11243	10894	9911	6798	11366	5990
ENSG00000185277	2332	1809	1559	1139	998	1812	1687	2493	2511	2131	1997	1318
ENSG00000232320	113	153	116	89	927	930	944	1523	530	283	518	306
ENSG00000226396	256	196	279	227	172	203	333	167	220	128	130	287
ENSG00000135394	26	20	21	25	15	15	10	25	20	26	20	13
ENSG00000157597	4	4	8	15	6	12	10	10	9	9	6	8
ENSG00000116016	228	176	153	265	145	208	193	271	207	298	375	195
ENSG00000162123	54	54	54	50	78	27	71	31	37	56	57	39
ENSG00000221848	1065	487	740	844	2651	2551	1990	2589	1417	2898	1084	1037
ENSG00000170299	89	138	111	90	92	63	47	120	29	56	62	63
ENSG00000222887	1294	1465	1809	977	1612	1052	1082	2123	813	1382	1023	1178
ENSG00000217929	76	92	59	41	38	81	44	66	37	46	53	35
ENSG00000114658	41	48	35	38	37	31	60	39	25	51	40	41
ENSG00000207647	7678	4685	5878	3874	3629	6100	6193	6167	9872	8436	4464	6167
ENSG00000174342	49	49	54	33	25	67	62	50	35	45	36	70
ENSG00000188060	89	217	194	270	178	182	222	212	201	109	258	99
ENSG00000217775	320	233	176	267	418	249	307	354	295	228	338	394
ENSG00000189860	628	560	459	256	317	386	333	727	495	695	585	624
ENSG00000140719	3	4	1	6	3	2	1	3	2	0	2	6
ENSG00000178096	497	467	407	484	366	437	373	623	616	467	249	522
ENSG00000127632	31	31	25	28	36	25	10	20	23	23	28	10
ENSG00000206166	7	2	8	8	3	8	4	3	5	10	5	2
ENSG00000196066	1218	762	919	410	3851	2008	2780	4811	1581	1421	1811	915
ENSG00000179492	30	28	15	14	37	24	22	14	17	5	17	25
ENSG00000147887	738	793	712	652	806	595	636	678	793	665	928	539
ENSG00000116500	2378	1246	2182	1359	1802	729	2227	1951	2216	956	2229	1641
ENSG00000118768	104	86	77	121	172	137	125	148	130	146	123	128
ENSG00000227111	83	240	169	94	163	91	168	211	140	112	99	257
ENSG00000217765	4	2	7	0	5	6	6	7	7	5	5	2
ENSG00000156429	26	34	64	16	25	57	21	26	61	38	27	65
ENSG00000113207	5304	10322	7923	9468	9048	9214	7273	10869	6312	10342	6671	5057
ENSG00000128677	849	677	488	301	546	457	416	550	673	448	219	612
ENSG00000153210	589	699	996	557	814	941	395	820	598	1115	869	1141
ENSG00000180306	976	949	910	826	3489	5358	4304	3111	1891	1174	1228	1982
ENSG00000144180	541	894	396	550	2844	1654	2574	2292	881	1287	790	1076
ENSG00000179594	874	802	505	640	1274	3992	2065	1276	2059	1194	1318	1322
ENSG00000129422	1174	869	779	903	854	784	1401	873	984	1009	795	649
ENSG00000223291	13	7	17	8	4	10	13	5	12	7	9	9
ENSG00000241152	6	13	19	17	16	11	6	9	7	7	8	14
ENSG00000154380	101	53	98	54	91	87	100	27	66	34	63	56
ENSG00000239500	592	360	772	444	632	773	546	688	637	291	649	509
ENSG00000105904	21	14	26	7	19	6	15	6	20	6	22	14
ENSG00000207598	414	695	1243	462	875	561	690	328	493	739	1275	548
ENSG00000144747	18	21	29	26	31	30	21	23	22	24	13	18
ENSG00000237174	8987	10575	2942	3470	8277	10406	4411	9051	7324	3100	14959	7057
ENSG00000216667	956	709	618	567	5739	3041	3622	2455	1405	2328	2079	994
ENSG00000111300	17203	16406	25448	16205	13865	15706	13876	23808	19604	21265	19442	15990
ENSG00000249329	1028	1725	2435	973	2387	2118	2128	875	2284	3318	1232	1744
ENSG00000108585	4	5	13	16	4	7	8	10	15	10	7	15
ENSG00000198593	185	165	268	211	139	101	87	115	210	107	104	233
ENSG00000177555	452	625	569	373	566	287	324	626	186	394	360	348
ENSG00000139941	315	481	630	572	768	329	407	496	547	617	699	324
ENSG00000148541	76	62	55	84	57	42	69	39	45	48	45	82
ENSG00000213952	9	10	13	14	36	31	46	37	26	17	6	16
ENSG00000193347	18	19	25	27	21	12	16	14	18	22	45	32
ENSG00000185133	122	73	90	86	79	84	68	46	77	62	98	82
ENSG00000227707	106	122	136	95	105	109	86	101	99	178	133	156
ENSG00000217738	41	38	76	47	201	189	219	148	42	59	78	99
ENSG00000128488	52	71	85	28	56	68	38	48	52	31	62	75
ENSG00000118881	113	119	78	72	112	80	79	108	70	80	35	76
ENSG00000169327	697	536	293	575	304	517	590	337	561	520	406	512
ENSG00000217198	31	10	37	24	35	37	41	38	34	30	19	23
ENSG00000218745	98	154	122	93	136	80	142	69	165	224	92	257
ENSG00000121125	633	742	594	519	464	700	635	757	833	588	870	473
ENSG00000202057	13	46	58	23	20	51	36	33	24	20	34	28
ENSG00000211089	116	38	76	87	135	75	60	56	86	43	50	91
ENSG00000237085	3	12	10	10	15	12	3	17	12	3	14	9
ENSG00000200253	138	66	58	157	64	138	91	60	60	59	116	114
ENSG00000170245	106	93	103	241	86	109	68	159	105	110	111	145
ENSG00000169341	866	458	841	527	618	596	332	619	712	688	815	681
ENSG00000214820	190	106	286	141	172	109	178	110	164	211	169	194
ENSG00000154907	18	13	16	19	7	9	11	8	13	21	11	12
ENSG00000107299	214	210	183	362	212	220	152	105	248	206	225	152
ENSG00000181313	15	17	14	22	26	28	22	10	12	16	12	14
ENSG00000142669	39	26	29	25	28	17	44	37	45	29	46	20
ENSG00000132591	30	38	34	25	41	40	29	99	24	35	33	41
ENSG00000241075	5947	6315	8126	5967	6986	10066	8961	6339	10051	9693	7492	5800
ENSG00000240673	2666	3458	2597	2498	2431	2252	1123	3427	2782	1993	2245	2338
ENSG00000126508	13	5	11	8	5	2	3	2	8	8	13	7
ENSG00000226028	370	209	279	386	361	500	307	213	350	349	313	240
ENSG00000106486	1613	786	2192	1236	955	1536	1039	953	889	1236	769	1765
ENSG00000112694	618	566	594	1060	418	899	688	618	810	1390	1403	659
ENSG00000212164	174	130	263	167	285	142	187	182	177	87	134	145
ENSG00000195771	293	215	269	100	342	187	174	95	277	199	177	193
ENSG00000160769	139	90	148	115	109	87	202	153	75	99	90	115
ENSG00000174442	87	138	145	81	114	143	119	162	110	125	223	63
ENSG00000186755	53	41	63	68	134	61	144	68	81	81	108	40
ENSG00000150535	17	17	27	14	14	18	15	8	11	12	18	15
ENSG00000249511	845	384	1147	736	1015	491	752	660	878	853	834	1274
ENSG00000122674	48	76	44	25	70	70	66	66	74	84	48	64
ENSG00000132784	5516	11337	11338	12374	9540	5517	6987	12126	7200	10038	7624	5828
ENSG00000176300	361	213	319	137	347	183	307	263	234	172	302	266
ENSG00000139989	213	272	135	218	248	245	328	250	244	163	339	221
ENSG00000238673	1891	1804	1520	1600	2503	1629	2000	2069	2032	2171	1753	1182
ENSG00000159270	596	334	509	425	342	295	147	296	363	463	286	448
ENSG00000119849	260	377	211	131	295	367	311	202	202	189	182	297
ENSG00000132348	6	37	21	33	17	12	25	15	11	16	28	25
ENSG00000153586	11	9	18	14	11	14	11	8	21	19	23	20
ENSG00000189610	20	10	23	13	14	9	16	15	8	13	10	18
ENSG00000247347	1565	2964	1099	1621	1686	1369	2668	2416	1773	1196	900	1944
ENSG00000146722	81	48	49	93	62	81	44	55	63	82	62	64
ENSG00000236581	332	167	93	112	130	125	174	118	186	216	272	120
ENSG00000159553	119	347	191	306	341	201	231	322	238	415	215	185
ENSG00000229393	23	13	32	42	25	26	26	31	35	15	21	22
ENSG00000147391	295	249	111	144	201	159	143	99	113	181	65	170
ENSG00000248259	60	62	97	68	68	55	85	96	42	62	172	75
ENSG00000180164	16	30	14	23	14	7	19	25	31	26	16	23
ENSG00000242055	65	47	83	94	67	61	97	91	44	88	95	56
ENSG00000248205	14	21	9	25	21	24	20	13	5	14	13	21
ENSG00000120506	70	78	201	118	362	475	729	494	123	217	228	215
ENSG00000228842	78	93	141	135	58	106	110	75	78	125	83	87
ENSG00000125462	99	159	142	222	180	155	116	163	269	281	238	133
ENSG00000238991	2853	4955	3443	2475	3809	2229	3622	3264	2206	2318	2952	3574
ENSG00000148299	149	86	140	152	80	121	40	64	162	298	106	193
ENSG00000138243	3038	1461	1955	1611	2902	1333	1900	2875	2276	2195	1954	2832
ENSG00000159641	1663	1384	1310	1919	2219	1099	1738	1704	1020	913	1117	1425
ENSG00000167004	88	45	44	65	48	34	62	58	60	35	31	51
ENSG00000210912	27	21	25	23	22	33	13	27	49	44	20	28
ENSG00000245922	54	36	23	56	76	32	50	39	26	29	56	43
ENSG00000200336	512	524	504	312	844	803	770	624	745	429	997	618
ENSG00000150712	219	245	211	309	765	1155	773	441	282	484	573	609
ENSG00000144823	382	460	540	575	2290	2217	1381	1988	827	774	509	670
ENSG00000122668	774	886	583	442	536	454	491	583	772	633	712	485
